TechSpecID,mobile_wt,m_dep,battery_power,touch_screen,clock_speed,n_cores,wifi,blue,dual_sim,four_g,three_g,talk_time
40184,156,0.4,541,True,2.1,7,False,False,False,True,True,5
40185,195,0.2,586,True,2.9,8,True,False,True,True,True,5
40186,164,0.7,762,True,0.6,1,False,True,True,True,True,8
40187,186,0.8,683,False,0.5,7,False,False,True,True,True,19
40188,125,0.4,1526,False,0.7,3,True,False,True,False,True,19
40189,188,0.7,1771,True,2.4,2,True,True,False,False,True,16
40190,113,0.9,639,False,1.3,7,True,False,False,False,False,12
40191,137,0.9,1783,True,0.9,2,False,True,False,True,True,11
40192,166,0.2,1933,True,1.2,5,False,False,False,True,True,13
40193,153,0.4,1384,True,1.3,1,False,False,True,True,True,2
40194,80,0.5,1770,False,2.6,1,False,False,False,False,False,14
40195,131,0.5,1202,True,0.8,1,True,False,False,False,True,7
40196,163,0.5,885,False,0.5,7,True,False,True,False,False,13
40197,86,0.8,1629,True,2.3,6,False,True,True,True,True,18
40198,92,0.5,1072,False,0.5,1,True,True,True,True,True,13
40199,89,0.7,1863,True,2.5,5,False,True,True,False,True,19
40200,140,0.4,1739,True,2.3,4,True,False,True,False,False,9
40201,98,0.5,895,False,2.5,5,False,True,False,False,False,7
40202,179,0.6,1278,False,2.8,1,True,True,True,False,False,6
40203,141,0.3,562,True,1.1,6,False,True,True,True,True,17
40204,193,0.8,1249,False,2.1,5,False,True,True,False,False,17
40205,185,0.8,1811,True,1.2,6,False,False,False,True,True,2
40206,161,1.0,560,True,2.9,5,True,True,True,True,True,16
40207,141,0.1,1773,False,0.5,7,True,True,False,True,True,15
40208,100,0.4,1715,True,2.1,3,True,True,False,False,True,8
40209,176,0.8,725,True,0.5,5,True,False,True,True,True,9
40210,103,0.1,800,False,2.2,6,True,True,False,True,True,6
40211,156,0.1,1300,False,0.5,3,False,False,False,True,True,19
40212,98,1.0,1001,True,0.8,5,True,False,False,False,True,11
40213,134,0.9,500,False,1.3,4,True,False,True,False,False,7
40214,184,0.5,1378,False,2.5,3,False,True,True,True,True,7
40215,147,0.1,951,False,2.4,8,False,True,False,True,True,7
40216,99,0.2,1038,False,0.5,6,True,True,True,False,False,2
40217,108,0.9,987,False,1.2,6,False,True,True,False,True,17
40218,196,0.1,1698,True,0.5,7,True,False,False,True,True,3
40219,107,0.1,1762,False,0.9,4,True,True,True,False,False,10
40220,135,0.2,785,False,2.4,3,False,False,False,False,False,16
40221,151,0.1,1851,True,2.4,3,False,False,True,False,True,5
40222,189,0.4,1698,False,0.5,3,True,False,True,False,False,19
40223,93,0.8,1976,True,2.8,8,False,False,False,False,False,14
40224,162,0.4,1649,True,0.5,4,True,True,False,True,True,19
40225,149,0.9,1157,False,2.6,7,False,True,True,False,True,9
40226,131,0.4,1702,True,0.5,5,False,False,False,True,True,5
40227,199,0.3,1040,True,0.6,2,True,True,False,False,False,20
40228,106,0.7,790,True,2.1,6,True,True,True,True,True,2
40229,128,0.2,1429,True,2.9,4,False,False,False,False,False,9
40230,103,0.7,739,False,3.0,8,False,True,False,False,True,11
40231,174,0.1,1364,False,1.6,7,True,True,True,True,True,18
40232,196,1.0,1580,False,2.8,8,True,False,True,False,False,19
40233,189,0.7,1384,True,2.2,1,True,True,True,False,True,13
40234,83,0.7,1037,False,2.9,6,False,False,True,False,True,9
40235,183,0.1,1519,True,1.5,1,True,False,False,False,False,7
40236,153,0.4,989,True,0.5,1,False,False,False,False,True,10
40237,116,0.8,1040,False,0.5,3,True,True,True,False,False,18
40238,93,0.9,1240,False,1.4,5,False,True,False,True,True,15
40239,143,0.9,1273,True,2.0,1,False,True,False,True,True,13
40240,171,0.3,1784,False,0.5,4,False,False,False,False,True,2
40241,177,0.1,1169,False,1.4,7,True,True,True,True,True,13
40242,138,0.1,703,True,2.4,1,True,True,False,True,True,11
40243,119,0.4,959,True,1.0,5,True,True,False,True,True,15
40244,157,0.3,1292,True,3.0,6,True,True,True,True,True,10
40245,139,0.9,1927,False,2.1,6,False,True,False,False,False,8
40246,178,0.4,1477,True,1.7,8,True,True,False,False,True,8
40247,101,0.2,1759,True,0.5,2,False,False,True,False,True,9
40248,197,0.3,831,True,2.2,3,False,False,False,True,True,5
40249,146,0.2,1803,True,1.1,2,True,False,True,True,True,20
40250,91,1.0,1361,True,0.6,3,False,False,False,True,True,19
40251,197,0.8,1183,False,1.4,1,True,True,False,False,False,16
40252,166,0.2,917,False,1.3,5,True,True,False,False,True,7
40253,192,1.0,1278,True,0.5,5,True,True,True,False,True,4
40254,191,0.4,1247,True,0.5,7,False,True,False,False,False,15
40255,128,0.8,930,True,1.0,7,True,False,True,True,True,2
40256,177,0.7,1019,False,1.7,3,True,False,True,True,True,11
40257,161,0.8,1855,True,0.8,4,True,True,False,True,True,19
40258,93,0.7,1730,True,0.5,3,False,False,True,False,False,17
40259,95,0.9,1972,True,2.2,3,True,False,True,True,True,10
40260,115,0.9,1887,False,2.3,2,False,False,True,False,True,15
40261,111,0.4,1590,False,1.9,6,True,False,False,False,True,3
40262,135,0.2,603,False,2.7,8,False,True,False,True,True,11
40263,121,0.6,560,True,2.1,4,False,True,False,True,True,7
40264,117,0.1,1981,False,1.6,5,True,True,True,False,True,14
40265,160,0.6,1190,False,2.1,6,False,True,False,True,True,5
40266,108,0.3,1396,True,0.8,4,True,True,True,True,True,9
40267,89,0.9,1598,False,1.7,1,True,True,True,False,True,14
40268,151,0.1,1692,True,2.2,3,False,False,False,True,True,10
40269,106,0.5,628,True,0.5,8,True,True,False,True,True,12
40270,145,0.9,1883,False,0.7,6,True,False,True,False,True,9
40271,163,0.1,819,False,0.5,1,False,True,False,True,True,16
40272,129,0.6,651,True,1.6,1,True,False,True,True,True,20
40273,145,0.7,723,True,1.1,2,False,False,False,False,False,11
40274,184,0.6,1367,False,0.9,4,False,True,False,True,True,9
40275,125,0.3,1784,False,1.4,5,True,True,False,True,True,8
40276,137,0.3,1744,False,0.9,7,False,True,True,True,True,7
40277,116,0.5,1086,False,2.5,6,False,False,False,False,True,16
40278,165,0.1,899,False,1.7,8,True,False,True,True,True,9
40279,91,0.5,896,False,0.8,6,False,False,False,False,True,13
40280,186,0.5,1714,True,1.6,8,True,False,True,True,True,11
40281,167,0.3,1395,True,0.6,6,False,True,False,False,True,6
40282,198,0.5,786,False,1.8,1,True,False,True,False,True,2
40283,120,0.9,1687,True,1.2,2,True,False,True,False,False,10
40284,171,0.6,669,False,2.6,5,False,True,True,True,True,10
40285,178,0.8,1423,True,2.1,4,False,True,False,False,True,8
40286,98,0.1,1600,True,2.0,1,True,False,True,False,True,19
40287,160,0.7,1621,False,0.6,7,False,True,True,False,True,20
40288,194,0.3,1672,True,1.9,7,True,True,False,False,False,8
40289,128,0.1,1934,False,2.7,4,True,False,False,True,True,2
40290,81,0.3,1650,False,0.6,3,False,True,False,False,False,10
40291,189,0.8,1700,False,0.5,5,True,False,True,False,False,3
40292,171,0.6,1550,True,2.0,5,False,True,False,True,True,14
40293,185,0.2,626,True,1.9,2,True,False,False,False,False,14
40294,156,0.4,1737,False,2.0,5,True,True,True,False,True,10
40295,113,0.7,1370,False,1.7,1,True,False,False,False,False,3
40296,191,0.4,1899,False,0.8,4,True,True,True,False,False,14
40297,123,0.7,848,True,0.6,5,False,True,False,False,True,18
40298,171,0.2,1430,True,2.0,4,False,True,True,True,True,10
40299,175,0.1,768,True,0.5,4,False,True,True,False,True,12
40300,160,0.5,1856,True,1.9,3,False,True,True,True,True,13
40301,149,0.7,900,True,0.5,4,False,True,False,True,True,2
40302,136,0.2,1729,True,2.3,7,True,False,True,False,True,7
40303,87,0.2,1533,True,2.8,1,False,True,False,False,False,8
40304,141,0.9,1210,False,2.3,6,False,True,False,False,True,20
40305,198,0.5,1880,False,1.8,8,True,True,True,True,True,17
40306,174,0.8,996,True,0.5,7,True,False,True,False,True,16
40307,172,0.1,1175,True,3.0,5,False,False,True,True,True,18
40308,143,0.3,1773,False,0.5,5,False,False,True,False,True,20
40309,100,0.6,1263,False,2.4,5,False,False,True,True,True,15
40310,156,0.8,1956,True,1.2,4,True,False,True,True,True,10
40311,162,0.3,992,False,1.6,4,True,False,True,False,True,13
40312,126,0.3,911,False,1.7,5,True,True,False,True,True,11
40313,136,0.3,1979,True,0.5,3,True,False,True,False,True,20
40314,93,0.3,1899,False,0.5,4,True,False,True,True,True,11
40315,159,0.1,1649,False,0.8,3,True,True,True,True,True,3
40316,152,0.3,1095,False,1.8,6,True,True,True,False,False,12
40317,117,0.6,1074,False,0.7,4,True,False,False,True,True,12
40318,164,0.2,656,False,2.7,2,False,False,True,True,True,14
40319,150,0.8,1394,True,2.7,3,True,True,True,False,False,4
40320,132,0.8,1632,False,1.1,4,False,True,False,True,True,19
40321,128,0.5,1225,False,2.9,3,False,False,False,False,False,15
40322,107,0.9,1337,False,2.4,6,False,True,True,False,False,15
40323,98,0.5,1178,False,1.1,2,True,True,True,True,True,4
40324,180,0.7,1269,True,1.5,4,False,False,True,False,True,12
40325,128,0.5,1526,False,1.2,4,True,True,False,True,True,18
40326,144,0.4,986,False,0.7,8,True,False,True,True,True,7
40327,171,0.2,848,True,0.5,2,False,False,True,True,True,3
40328,95,0.5,1904,True,0.5,4,True,True,True,False,False,6
40329,105,0.1,803,False,2.2,1,False,True,True,False,True,18
40330,153,0.3,1399,True,1.9,1,False,True,True,False,True,19
40331,163,0.5,788,False,1.5,4,True,True,True,True,True,12
40332,125,0.2,579,False,1.1,1,False,True,False,True,True,10
40333,195,0.5,1010,True,0.7,8,False,False,True,True,True,7
40334,93,0.5,530,True,0.5,3,True,True,True,False,True,2
40335,125,0.6,1289,False,1.8,7,True,True,False,False,False,14
40336,123,0.9,1877,False,0.5,8,True,True,False,False,False,7
40337,90,0.9,1764,True,2.7,7,True,False,False,True,True,20
40338,191,0.6,1709,False,2.2,6,True,False,True,True,True,3
40339,85,0.9,1690,False,1.3,3,True,False,True,False,True,6
40340,145,0.2,600,True,2.5,4,False,False,True,False,False,5
40341,149,0.3,743,True,0.5,2,True,False,False,True,True,13
40342,133,0.8,1850,True,2.2,8,True,False,True,False,True,10
40343,196,0.1,1297,True,0.5,1,True,False,True,False,False,12
40344,137,0.2,1706,False,1.8,5,False,False,True,True,True,20
40345,135,0.6,1967,False,0.5,5,True,False,False,True,True,3
40346,181,0.5,1392,True,0.5,2,False,True,True,False,False,13
40347,170,0.1,1248,True,2.1,2,False,True,True,True,True,6
40348,98,0.6,1829,False,0.5,3,False,False,False,True,True,12
40349,124,0.7,1372,True,0.6,6,True,False,False,True,True,9
40350,150,0.7,1429,True,1.0,4,False,True,False,False,True,2
40351,190,0.8,706,True,0.5,5,True,False,True,True,True,20
40352,179,0.6,649,True,1.9,4,True,False,False,False,False,18
40353,122,1.0,1137,False,0.8,3,True,True,False,True,True,7
40354,164,0.2,1320,False,0.5,1,True,True,True,True,True,14
40355,144,0.5,792,True,0.8,4,True,False,False,False,False,20
40356,149,0.9,918,False,2.7,7,True,True,False,False,True,2
40357,146,1.0,929,False,0.5,7,False,True,True,True,True,5
40358,100,0.8,767,False,0.5,5,True,True,True,False,True,4
40359,135,0.5,1739,True,2.6,8,False,False,False,False,True,8
40360,134,0.4,1315,False,0.5,1,True,False,False,True,True,8
40361,184,0.6,1388,False,1.4,1,False,False,True,True,True,12
40362,94,0.3,1981,True,2.5,4,False,False,True,False,False,15
40363,170,1.0,569,True,0.5,8,False,False,True,True,True,10
40364,151,0.2,1930,False,1.3,1,True,False,False,False,False,8
40365,108,0.8,725,False,0.5,3,True,True,False,False,False,12
40366,130,0.8,1690,False,2.2,8,True,False,False,False,False,7
40367,86,0.2,712,False,1.4,4,False,True,False,True,True,10
40368,95,1.0,1603,True,0.5,8,False,True,True,True,True,5
40369,132,0.1,1850,True,2.8,8,False,True,False,False,True,9
40370,145,1.0,1472,True,0.7,3,True,True,True,True,True,16
40371,167,0.2,1858,True,0.7,5,True,False,True,True,True,7
40372,116,0.8,1543,True,2.6,8,False,True,True,True,True,4
40373,174,0.8,652,False,2.8,6,False,True,True,False,False,16
40374,100,0.9,546,True,1.8,6,True,False,True,True,True,10
40375,145,0.9,1408,True,1.4,8,False,True,True,False,False,19
40376,97,0.1,1021,True,1.5,7,True,False,True,True,True,17
40377,111,0.1,567,False,1.4,2,True,False,True,False,True,4
40378,91,1.0,1967,False,2.6,8,False,True,True,False,True,10
40379,180,0.1,1658,False,2.0,3,True,False,True,True,True,5
40380,164,0.3,1088,True,3.0,7,True,True,True,True,True,15
40381,185,0.2,542,True,0.7,2,True,True,False,True,True,4
40382,96,0.1,788,True,1.6,1,False,False,True,True,True,19
40383,179,0.7,576,True,2.5,5,False,True,True,False,False,12
40384,188,0.5,950,False,1.6,3,False,True,False,True,True,20
40385,133,0.5,518,True,0.8,3,True,True,False,True,True,7
40386,81,0.3,1996,True,1.9,7,True,True,False,False,False,4
40387,83,0.1,1197,False,2.9,6,False,False,False,True,True,16
40388,186,0.7,1006,True,2.5,1,False,True,True,False,True,9
40389,133,0.1,1679,False,1.5,4,True,True,False,True,True,12
40390,116,0.1,1262,True,1.4,7,True,False,True,True,True,4
40391,160,1.0,560,False,1.3,1,False,False,True,False,True,7
40392,158,0.6,904,False,2.4,4,False,False,False,True,True,16
40393,137,0.1,1834,False,2.1,3,True,True,False,True,True,8
40394,87,0.8,681,False,1.2,3,True,False,True,False,False,18
40395,185,0.4,687,True,0.6,2,True,False,True,True,True,19
40396,119,0.8,863,False,2.9,6,False,False,False,True,True,20
40397,159,0.7,518,True,2.7,6,False,True,False,True,True,9
40398,124,0.1,1488,False,1.8,4,False,False,False,True,True,2
40399,127,0.5,944,True,2.4,3,False,False,False,False,True,10
40400,176,0.5,1283,True,0.5,6,False,False,True,False,True,17
40401,140,0.8,817,False,1.0,4,True,True,True,True,True,14
40402,105,0.6,804,False,2.6,1,True,False,True,False,True,7
40403,169,0.1,1883,False,2.6,5,True,True,False,True,True,10
40404,141,0.9,1177,False,0.5,7,False,False,False,True,True,4
40405,85,0.9,1765,False,2.0,4,False,True,False,False,True,10
40406,84,0.7,1997,False,2.1,8,True,False,False,True,True,8
40407,148,0.2,989,True,2.6,4,True,True,True,False,False,13
40408,124,0.5,1370,False,0.6,6,False,True,True,True,True,15
40409,105,0.8,861,True,0.5,7,False,False,False,False,False,12
40410,110,0.1,1745,False,1.8,2,True,False,False,False,True,16
40411,92,0.7,1187,True,0.6,8,True,False,True,True,True,20
40412,145,0.9,1422,False,1.8,1,False,True,False,False,False,2
40413,94,1.0,658,False,2.4,8,False,True,False,True,True,8
40414,97,0.8,1180,True,2.3,2,True,True,True,True,True,10
40415,200,0.8,521,True,2.6,4,True,True,True,True,True,12
40416,179,0.9,666,True,1.1,1,True,False,False,True,True,9
40417,174,0.3,805,False,1.5,2,False,True,False,False,True,3
40418,80,0.1,986,False,2.8,8,False,False,False,True,True,8
40419,192,0.6,1655,True,2.0,2,False,False,False,False,True,13
40420,114,0.2,1391,False,0.5,5,True,True,False,True,True,17
40421,148,0.1,1042,True,0.5,3,True,True,True,False,True,7
40422,116,0.9,916,False,1.1,3,True,True,True,True,True,7
40423,162,0.9,681,True,2.6,3,True,False,False,False,True,4
40424,138,1.0,1224,True,1.1,6,False,True,True,True,True,3
40425,107,0.4,1234,False,2.1,3,True,False,True,True,True,8
40426,138,0.5,1093,False,2.7,8,True,True,False,False,False,13
40427,136,0.9,583,False,0.5,5,False,False,False,True,True,13
40428,115,0.5,1598,True,1.0,2,False,True,True,True,True,7
40429,163,0.4,1988,True,2.8,3,True,True,True,False,True,20
40430,184,0.8,1746,True,0.5,7,False,False,True,False,False,15
40431,156,0.7,907,False,2.7,2,False,True,False,False,True,12
40432,103,0.7,1472,True,0.5,1,True,False,False,True,True,14
40433,173,0.8,916,True,1.3,4,False,True,False,False,False,15
40434,186,0.9,1427,False,0.8,1,False,True,True,False,False,10
40435,141,0.5,1101,True,2.9,5,False,True,True,False,True,11
40436,104,0.8,723,False,0.5,4,True,True,False,False,False,16
40437,117,0.1,1403,False,0.7,1,True,False,True,False,False,4
