_dataobs_,date,price_range,Camera_pc,Camera_fc,Screen_sc_h,Screen_sc_w,Screen_px_width,Screen_px_height,Memory_ram,Memory_int_memory,TechSpec_mobile_wt,TechSpec_m_dep,TechSpec_battery_power,TechSpec_touch_screen,TechSpec_clock_speed,TechSpec_n_cores,TechSpec_wifi,TechSpec_blue,TechSpec_dual_sim,TechSpec_four_g,TechSpec_three_g,TechSpec_talk_time,Camera_COUNT_Sales_,Camera_MAX_Sales_price_range_,Camera_MEAN_Sales_price_range_,Camera_MIN_Sales_price_range_,Camera_MODE_Sales_date_,Camera_NUM_UNIQUE_Sales_date_,Camera_SUM_Sales_price_range_,Screen_COUNT_Sales_,Screen_MAX_Sales_price_range_,Screen_MEAN_Sales_price_range_,Screen_MIN_Sales_price_range_,Screen_MODE_Sales_date_,Screen_NUM_UNIQUE_Sales_date_,Screen_SUM_Sales_price_range_,Memory_COUNT_Sales_,Memory_MAX_Sales_price_range_,Memory_MEAN_Sales_price_range_,Memory_MIN_Sales_price_range_,Memory_MODE_Sales_date_,Memory_NUM_UNIQUE_Sales_date_,Memory_SUM_Sales_price_range_,TechSpec_COUNT_Sales_,TechSpec_MAX_Sales_price_range_,TechSpec_MEAN_Sales_price_range_,TechSpec_MIN_Sales_price_range_,TechSpec_MODE_Sales_date_,TechSpec_NUM_UNIQUE_Sales_date_,TechSpec_SUM_Sales_price_range_
97,11/02/2022,2,17,8,19,3,1157,652,2593,26,164,0.2,757,FALSE,2.4,8,TRUE,TRUE,TRUE,TRUE,TRUE,15,1,2,2,2,22687,1,2,1,2,2,2,22687,1,2,1,2,2,2,22687,1,2,1,2,2,2,22687,1,2
98,11/02/2022,2,15,7,8,1,1463,214,1835,47,105,0.2,1034,FALSE,0.7,6,FALSE,TRUE,FALSE,TRUE,TRUE,9,1,2,2,2,22687,1,2,1,2,2,2,22687,1,2,1,2,2,2,22687,1,2,1,2,2,2,22687,1,2
104,11/02/2022,1,6,0,14,8,610,325,1694,34,114,0.1,697,FALSE,0.6,4,TRUE,FALSE,TRUE,TRUE,TRUE,8,1,1,1,1,22687,1,1,1,1,1,1,22687,1,1,1,1,1,1,22687,1,1,1,1,1,1,22687,1,1
105,11/02/2022,1,17,5,11,6,974,49,2593,58,174,0.3,1939,FALSE,1.3,2,TRUE,TRUE,FALSE,FALSE,FALSE,6,1,1,1,1,22687,1,1,1,1,1,1,22687,1,1,1,1,1,1,22687,1,1,1,1,1,1,22687,1,1
111,11/02/2022,1,16,4,17,15,1609,463,3455,63,169,1,504,FALSE,0.9,2,TRUE,FALSE,TRUE,FALSE,FALSE,15,1,1,1,1,22687,1,1,1,1,1,1,22687,1,1,1,1,1,1,22687,1,1,1,1,1,1,22687,1,1
112,11/02/2022,1,17,5,5,1,1205,325,1533,64,119,0.3,1930,FALSE,1.6,4,TRUE,TRUE,TRUE,TRUE,TRUE,6,1,1,1,1,22687,1,1,1,1,1,1,22687,1,1,1,1,1,1,22687,1,1,1,1,1,1,22687,1,1
117,11/02/2022,1,17,4,16,10,1989,401,1786,62,133,0.7,1901,TRUE,2.7,3,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,1,1,1,22687,1,1,1,1,1,1,22687,1,1,1,1,1,1,22687,1,1,1,1,1,1,22687,1,1
122,12/02/2022,1,4,3,11,5,1138,680,2747,38,97,0.1,517,TRUE,1.5,7,TRUE,FALSE,TRUE,FALSE,FALSE,2,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
123,12/02/2022,1,7,2,7,6,683,280,1809,64,133,0.3,1806,TRUE,1.1,5,TRUE,FALSE,FALSE,TRUE,TRUE,6,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
126,12/02/2022,1,18,5,9,1,1297,949,3467,25,92,0.6,1611,TRUE,1.7,5,TRUE,FALSE,TRUE,FALSE,TRUE,8,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
128,12/02/2022,1,1,0,12,2,1682,1264,3170,23,197,0.5,557,TRUE,0.5,5,FALSE,FALSE,FALSE,TRUE,TRUE,7,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
132,12/02/2022,1,9,6,5,3,1061,797,1707,24,174,0.9,1986,FALSE,0.5,6,TRUE,FALSE,FALSE,FALSE,TRUE,12,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
134,12/02/2022,1,4,0,6,5,1715,1049,3130,56,131,0.3,1140,FALSE,1.6,7,TRUE,FALSE,TRUE,TRUE,TRUE,9,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
139,12/02/2022,1,7,4,14,0,1498,924,2913,60,139,0.1,574,FALSE,1,2,FALSE,TRUE,TRUE,TRUE,TRUE,9,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
141,12/02/2022,1,5,4,8,1,718,140,3141,44,194,0.4,1571,FALSE,2.8,5,TRUE,FALSE,TRUE,FALSE,FALSE,17,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
142,12/02/2022,1,6,2,13,6,863,113,2573,33,192,0.6,564,TRUE,0.5,1,TRUE,TRUE,FALSE,FALSE,FALSE,2,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
145,12/02/2022,1,14,10,11,5,1691,1524,3445,9,148,0.5,895,FALSE,2.5,7,FALSE,TRUE,TRUE,TRUE,TRUE,15,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
146,12/02/2022,1,16,13,6,0,1667,838,3241,37,82,1,1535,FALSE,2.5,4,TRUE,FALSE,TRUE,TRUE,TRUE,15,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
152,12/02/2022,1,15,0,11,1,1425,1010,826,8,89,0.1,1807,FALSE,0.6,8,FALSE,FALSE,TRUE,FALSE,FALSE,20,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
157,12/02/2022,1,5,0,15,14,995,264,3537,42,124,0.9,1496,FALSE,1.3,2,FALSE,TRUE,TRUE,FALSE,TRUE,6,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
158,12/02/2022,1,10,0,5,4,834,75,3449,7,134,0.2,1532,TRUE,2,2,TRUE,TRUE,FALSE,FALSE,TRUE,7,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
159,12/02/2022,1,9,7,14,13,919,461,3895,8,97,0.8,1004,TRUE,1.1,2,FALSE,FALSE,TRUE,TRUE,TRUE,20,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
161,12/02/2022,1,11,3,19,14,1341,120,2904,47,141,0.4,945,FALSE,2.4,2,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
163,12/02/2022,1,14,6,17,5,1997,1341,3034,32,87,0.9,1012,TRUE,2.8,3,FALSE,FALSE,TRUE,TRUE,TRUE,10,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
165,12/02/2022,1,14,1,5,1,935,494,3932,36,127,0.3,796,TRUE,2.3,8,TRUE,TRUE,TRUE,TRUE,TRUE,5,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
167,12/02/2022,1,8,6,9,1,1291,644,376,12,132,0.8,988,FALSE,1.6,4,TRUE,FALSE,FALSE,TRUE,TRUE,17,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
168,12/02/2022,1,16,7,9,5,1985,1557,3510,43,102,0.8,1180,TRUE,3,1,TRUE,TRUE,FALSE,TRUE,TRUE,13,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
169,12/02/2022,1,4,3,14,9,872,376,542,3,161,0.5,852,FALSE,1.9,2,TRUE,TRUE,FALSE,TRUE,TRUE,9,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
177,12/02/2022,1,7,6,11,6,1846,889,403,33,121,0.1,1429,TRUE,2.5,5,TRUE,TRUE,FALSE,FALSE,TRUE,18,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
180,12/02/2022,1,16,8,19,7,1612,1168,714,42,127,0.1,1859,FALSE,0.7,2,TRUE,FALSE,FALSE,TRUE,TRUE,16,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
183,12/02/2022,1,18,13,9,5,1896,1842,926,48,101,0.7,758,FALSE,2.8,3,FALSE,FALSE,FALSE,FALSE,FALSE,18,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
184,12/02/2022,1,4,0,14,0,1039,103,2704,28,156,0.4,541,TRUE,2.1,7,FALSE,FALSE,FALSE,TRUE,TRUE,5,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
191,12/02/2022,1,8,7,9,5,1953,1114,541,23,137,0.9,1783,TRUE,0.9,2,FALSE,TRUE,FALSE,TRUE,TRUE,11,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
194,12/02/2022,1,17,12,18,6,1724,98,1651,26,80,0.5,1770,FALSE,2.6,1,FALSE,FALSE,FALSE,FALSE,FALSE,14,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
195,12/02/2022,1,8,2,15,13,1435,197,1177,49,131,0.5,1202,TRUE,0.8,1,TRUE,FALSE,FALSE,FALSE,TRUE,7,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
198,12/02/2022,1,12,6,7,5,1640,1019,2878,4,92,0.5,1072,FALSE,0.5,1,TRUE,TRUE,TRUE,TRUE,TRUE,13,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
201,12/02/2022,1,3,2,16,14,663,26,2724,23,98,0.5,895,FALSE,2.5,5,FALSE,TRUE,FALSE,FALSE,FALSE,7,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
202,12/02/2022,1,7,0,9,5,1698,406,3032,56,179,0.6,1278,FALSE,2.8,1,TRUE,TRUE,TRUE,FALSE,FALSE,6,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
203,12/02/2022,1,17,1,13,12,991,918,3352,43,141,0.3,562,TRUE,1.1,6,FALSE,TRUE,TRUE,TRUE,TRUE,17,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
205,12/02/2022,1,19,18,10,6,1443,1411,1677,25,185,0.8,1811,TRUE,1.2,6,FALSE,FALSE,FALSE,TRUE,TRUE,2,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
208,12/02/2022,1,10,5,16,5,1276,314,1018,11,100,0.4,1715,TRUE,2.1,3,TRUE,TRUE,FALSE,FALSE,TRUE,8,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
229,12/02/2022,1,3,2,15,1,983,417,2005,58,128,0.2,1429,TRUE,2.9,4,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
232,12/02/2022,1,7,0,12,9,1092,1017,2214,45,196,1,1580,FALSE,2.8,8,TRUE,FALSE,TRUE,FALSE,FALSE,19,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
234,12/02/2022,1,5,2,16,13,965,749,3148,57,83,0.7,1037,FALSE,2.9,6,FALSE,FALSE,TRUE,FALSE,TRUE,9,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
236,12/02/2022,1,16,15,17,5,947,68,3614,20,153,0.4,989,TRUE,0.5,1,FALSE,FALSE,FALSE,FALSE,TRUE,10,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
238,12/02/2022,1,7,3,14,9,1319,477,3959,9,93,0.9,1240,FALSE,1.4,5,FALSE,TRUE,FALSE,TRUE,TRUE,15,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
240,12/02/2022,1,9,8,15,13,1680,1145,2192,28,171,0.3,1784,FALSE,0.5,4,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
247,12/02/2022,1,12,9,17,0,615,510,3428,58,101,0.2,1759,TRUE,0.5,2,FALSE,FALSE,TRUE,FALSE,TRUE,9,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
248,12/02/2022,1,1,0,8,1,1591,1460,1629,31,197,0.3,831,TRUE,2.2,3,FALSE,FALSE,FALSE,TRUE,TRUE,5,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
249,12/02/2022,1,10,1,14,1,613,102,1873,41,146,0.2,1803,TRUE,1.1,2,TRUE,FALSE,TRUE,TRUE,TRUE,20,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
250,12/02/2022,1,2,0,18,6,574,174,3751,64,91,1,1361,TRUE,0.6,3,FALSE,FALSE,FALSE,TRUE,TRUE,19,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1,1,1,1,1,22688,1,1
252,13/02/2022,1,1,0,12,6,1339,750,603,53,166,0.2,917,FALSE,1.3,5,TRUE,TRUE,FALSE,FALSE,TRUE,7,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
253,13/02/2022,1,3,2,10,2,587,319,3067,7,192,1,1278,TRUE,0.5,5,TRUE,TRUE,TRUE,FALSE,TRUE,4,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
254,13/02/2022,1,5,0,16,3,1447,901,3268,28,191,0.4,1247,TRUE,0.5,7,FALSE,TRUE,FALSE,FALSE,FALSE,15,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
256,13/02/2022,1,8,0,10,5,1840,889,1850,5,177,0.7,1019,FALSE,1.7,3,TRUE,FALSE,TRUE,TRUE,TRUE,11,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
258,13/02/2022,1,7,4,19,5,1151,283,1695,54,93,0.7,1730,TRUE,0.5,3,FALSE,FALSE,TRUE,FALSE,FALSE,17,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
265,13/02/2022,1,2,0,6,5,1070,644,3571,18,160,0.6,1190,FALSE,2.1,6,FALSE,TRUE,FALSE,TRUE,TRUE,5,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
269,13/02/2022,1,2,0,13,10,517,389,1853,26,106,0.5,628,TRUE,0.5,8,TRUE,TRUE,FALSE,TRUE,TRUE,12,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
271,13/02/2022,1,10,5,15,5,1788,663,3325,16,163,0.1,819,FALSE,0.5,1,FALSE,TRUE,FALSE,TRUE,TRUE,16,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
272,13/02/2022,1,6,0,19,10,1423,1268,2151,7,129,0.6,651,TRUE,1.6,1,TRUE,FALSE,TRUE,TRUE,TRUE,20,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
274,13/02/2022,1,20,2,16,9,1210,638.5933,3946,58,184,0.6,1367,FALSE,0.9,4,FALSE,TRUE,FALSE,TRUE,TRUE,9,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
276,13/02/2022,1,9,5,17,4,1554,915,656,35,137,0.3,1744,FALSE,0.9,7,FALSE,TRUE,TRUE,TRUE,TRUE,7,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
278,13/02/2022,1,0,0,14,11,1239,167,1296,3,165,0.1,899,FALSE,1.7,8,TRUE,FALSE,TRUE,TRUE,TRUE,9,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
280,13/02/2022,1,19,9,18,10,1274,991,2546,59,186,0.5,1714,TRUE,1.6,8,TRUE,FALSE,TRUE,TRUE,TRUE,11,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
