SalesID,date,price_range,CameraID,ScreenID,MemoryID,TechSpecID
50156,12/2/2022,1,10156,20156,30156,40156
50157,12/2/2022,1,10157,20157,30157,40157
50158,12/2/2022,1,10158,20158,30158,40158
50159,12/2/2022,1,10159,20159,30159,40159
50160,12/2/2022,1,10160,20160,30160,40160
50161,12/2/2022,1,10161,20161,30161,40161
50162,12/2/2022,1,10162,20162,30162,40162
50163,12/2/2022,1,10163,20163,30163,40163
50164,12/2/2022,1,10164,20164,30164,40164
50165,12/2/2022,1,10165,20165,30165,40165
50166,12/2/2022,1,10166,20166,30166,40166
50167,12/2/2022,1,10167,20167,30167,40167
50168,12/2/2022,1,10168,20168,30168,40168
50169,12/2/2022,1,10169,20169,30169,40169
50170,12/2/2022,1,10170,20170,30170,40170
50171,12/2/2022,1,10171,20171,30171,40171
50172,12/2/2022,1,10172,20172,30172,40172
50173,12/2/2022,1,10173,20173,30173,40173
50174,12/2/2022,1,10174,20174,30174,40174
50175,12/2/2022,1,10175,20175,30175,40175
50176,12/2/2022,1,10176,20176,30176,40176
50177,12/2/2022,1,10177,20177,30177,40177
50178,12/2/2022,1,10178,20178,30178,40178
50179,12/2/2022,1,10179,20179,30179,40179
50180,12/2/2022,1,10180,20180,30180,40180
50181,12/2/2022,1,10181,20181,30181,40181
50182,12/2/2022,1,10182,20182,30182,40182
50183,12/2/2022,1,10183,20183,30183,40183
50184,12/2/2022,1,10184,20184,30184,40184
50185,12/2/2022,1,10185,20185,30185,40185
50186,12/2/2022,1,10186,20186,30186,40186
50187,12/2/2022,1,10187,20187,30187,40187
50188,12/2/2022,1,10188,20188,30188,40188
50189,12/2/2022,1,10189,20189,30189,40189
50190,12/2/2022,1,10190,20190,30190,40190
50191,12/2/2022,1,10191,20191,30191,40191
50192,12/2/2022,1,10192,20192,30192,40192
50193,12/2/2022,1,10193,20193,30193,40193
50194,12/2/2022,1,10194,20194,30194,40194
50195,12/2/2022,1,10195,20195,30195,40195
50196,12/2/2022,1,10196,20196,30196,40196
50197,12/2/2022,1,10197,20197,30197,40197
50198,12/2/2022,1,10198,20198,30198,40198
50199,12/2/2022,1,10199,20199,30199,40199
50200,12/2/2022,1,10200,20200,30200,40200
50201,12/2/2022,1,10201,20201,30201,40201
50202,12/2/2022,1,10202,20202,30202,40202
50203,12/2/2022,1,10203,20203,30203,40203
50204,12/2/2022,1,10204,20204,30204,40204
50205,12/2/2022,1,10205,20205,30205,40205
50206,12/2/2022,1,10206,20206,30206,40206
50207,12/2/2022,1,10207,20207,30207,40207
50208,12/2/2022,1,10208,20208,30208,40208
50209,12/2/2022,1,10209,20209,30209,40209
50210,12/2/2022,1,10210,20210,30210,40210
50211,12/2/2022,1,10211,20211,30211,40211
50212,12/2/2022,1,10212,20212,30212,40212
50213,12/2/2022,1,10213,20213,30213,40213
50214,12/2/2022,1,10214,20214,30214,40214
50215,12/2/2022,1,10215,20215,30215,40215
50216,12/2/2022,1,10216,20216,30216,40216
50217,12/2/2022,1,10217,20217,30217,40217
50218,12/2/2022,1,10218,20218,30218,40218
50219,12/2/2022,1,10219,20219,30219,40219
50220,12/2/2022,1,10220,20220,30220,40220
50221,12/2/2022,1,10221,20221,30221,40221
50222,12/2/2022,1,10222,20222,30222,40222
50223,12/2/2022,1,10223,20223,30223,40223
50224,12/2/2022,1,10224,20224,30224,40224
50225,12/2/2022,1,10225,20225,30225,40225
50226,12/2/2022,1,10226,20226,30226,40226
50227,12/2/2022,1,10227,20227,30227,40227
50228,12/2/2022,1,10228,20228,30228,40228
50229,12/2/2022,1,10229,20229,30229,40229
50230,12/2/2022,1,10230,20230,30230,40230
50231,12/2/2022,1,10231,20231,30231,40231
50232,12/2/2022,1,10232,20232,30232,40232
50233,12/2/2022,1,10233,20233,30233,40233
50234,12/2/2022,1,10234,20234,30234,40234
50235,12/2/2022,1,10235,20235,30235,40235
50236,12/2/2022,1,10236,20236,30236,40236
50237,12/2/2022,1,10237,20237,30237,40237
50238,12/2/2022,1,10238,20238,30238,40238
50239,12/2/2022,1,10239,20239,30239,40239
50240,12/2/2022,1,10240,20240,30240,40240
50241,12/2/2022,1,10241,20241,30241,40241
50242,12/2/2022,1,10242,20242,30242,40242
50243,12/2/2022,1,10243,20243,30243,40243
50244,12/2/2022,1,10244,20244,30244,40244
50245,12/2/2022,1,10245,20245,30245,40245
50246,12/2/2022,1,10246,20246,30246,40246
50247,12/2/2022,1,10247,20247,30247,40247
50248,12/2/2022,1,10248,20248,30248,40248
50249,12/2/2022,1,10249,20249,30249,40249
50250,12/2/2022,1,10250,20250,30250,40250
50251,13/02/2022,1,10251,20251,30251,40251
50252,13/02/2022,1,10252,20252,30252,40252
50253,13/02/2022,1,10253,20253,30253,40253
50254,13/02/2022,1,10254,20254,30254,40254
50255,13/02/2022,1,10255,20255,30255,40255
50256,13/02/2022,1,10256,20256,30256,40256
50257,13/02/2022,1,10257,20257,30257,40257
50258,13/02/2022,1,10258,20258,30258,40258
50259,13/02/2022,1,10259,20259,30259,40259
50260,13/02/2022,1,10260,20260,30260,40260
50261,13/02/2022,1,10261,20261,30261,40261
50262,13/02/2022,1,10262,20262,30262,40262
50263,13/02/2022,1,10263,20263,30263,40263
50264,13/02/2022,1,10264,20264,30264,40264
50265,13/02/2022,1,10265,20265,30265,40265
50266,13/02/2022,1,10266,20266,30266,40266
50267,13/02/2022,1,10267,20267,30267,40267
50268,13/02/2022,1,10268,20268,30268,40268
50269,13/02/2022,1,10269,20269,30269,40269
50270,13/02/2022,1,10270,20270,30270,40270
50271,13/02/2022,1,10271,20271,30271,40271
50272,13/02/2022,1,10272,20272,30272,40272
50273,13/02/2022,1,10273,20273,30273,40273
50274,13/02/2022,1,10274,20274,30274,40274
50275,13/02/2022,1,10275,20275,30275,40275
50276,13/02/2022,1,10276,20276,30276,40276
50277,13/02/2022,1,10277,20277,30277,40277
50278,13/02/2022,1,10278,20278,30278,40278
50279,13/02/2022,1,10279,20279,30279,40279
50280,13/02/2022,1,10280,20280,30280,40280
50281,13/02/2022,1,10281,20281,30281,40281
50282,13/02/2022,1,10282,20282,30282,40282
50283,13/02/2022,1,10283,20283,30283,40283
50284,13/02/2022,1,10284,20284,30284,40284
50285,13/02/2022,1,10285,20285,30285,40285
50286,13/02/2022,1,10286,20286,30286,40286
50287,13/02/2022,1,10287,20287,30287,40287
50288,13/02/2022,1,10288,20288,30288,40288
50289,13/02/2022,1,10289,20289,30289,40289
50290,13/02/2022,1,10290,20290,30290,40290
50291,13/02/2022,1,10291,20291,30291,40291
50292,13/02/2022,1,10292,20292,30292,40292
50293,13/02/2022,1,10293,20293,30293,40293
50294,13/02/2022,1,10294,20294,30294,40294
50295,13/02/2022,1,10295,20295,30295,40295
50296,13/02/2022,1,10296,20296,30296,40296
50297,13/02/2022,1,10297,20297,30297,40297
50298,13/02/2022,1,10298,20298,30298,40298
50299,13/02/2022,1,10299,20299,30299,40299
50300,13/02/2022,1,10300,20300,30300,40300
50301,13/02/2022,0,10301,20301,30301,40301
50302,13/02/2022,0,10302,20302,30302,40302
50303,13/02/2022,0,10303,20303,30303,40303
50304,13/02/2022,0,10304,20304,30304,40304
50305,13/02/2022,0,10305,20305,30305,40305
50306,13/02/2022,0,10306,20306,30306,40306
50307,13/02/2022,0,10307,20307,30307,40307
50308,13/02/2022,0,10308,20308,30308,40308
50309,13/02/2022,0,10309,20309,30309,40309
50310,13/02/2022,0,10310,20310,30310,40310
50311,13/02/2022,0,10311,20311,30311,40311
50312,13/02/2022,0,10312,20312,30312,40312
50313,13/02/2022,0,10313,20313,30313,40313
50314,13/02/2022,0,10314,20314,30314,40314
50315,13/02/2022,0,10315,20315,30315,40315
50316,13/02/2022,0,10316,20316,30316,40316
50317,13/02/2022,0,10317,20317,30317,40317
50318,13/02/2022,0,10318,20318,30318,40318
50319,13/02/2022,0,10319,20319,30319,40319
50320,13/02/2022,0,10320,20320,30320,40320
50321,13/02/2022,0,10321,20321,30321,40321
50322,13/02/2022,0,10322,20322,30322,40322
50323,13/02/2022,0,10323,20323,30323,40323
50324,13/02/2022,0,10324,20324,30324,40324
50325,13/02/2022,0,10325,20325,30325,40325
50326,13/02/2022,0,10326,20326,30326,40326
50327,13/02/2022,0,10327,20327,30327,40327
50328,13/02/2022,0,10328,20328,30328,40328
50329,13/02/2022,0,10329,20329,30329,40329
50330,13/02/2022,0,10330,20330,30330,40330
50331,13/02/2022,0,10331,20331,30331,40331
50332,13/02/2022,0,10332,20332,30332,40332
50333,13/02/2022,0,10333,20333,30333,40333
50334,13/02/2022,0,10334,20334,30334,40334
50335,13/02/2022,0,10335,20335,30335,40335
50336,13/02/2022,0,10336,20336,30336,40336
50337,13/02/2022,0,10337,20337,30337,40337
50338,13/02/2022,0,10338,20338,30338,40338
50339,13/02/2022,0,10339,20339,30339,40339
50340,13/02/2022,0,10340,20340,30340,40340
50341,13/02/2022,0,10341,20341,30341,40341
50342,13/02/2022,0,10342,20342,30342,40342
50343,13/02/2022,0,10343,20343,30343,40343
50344,13/02/2022,0,10344,20344,30344,40344
50345,13/02/2022,0,10345,20345,30345,40345
50346,13/02/2022,0,10346,20346,30346,40346
50347,13/02/2022,0,10347,20347,30347,40347
50348,13/02/2022,0,10348,20348,30348,40348
50349,13/02/2022,0,10349,20349,30349,40349
50350,13/02/2022,0,10350,20350,30350,40350
50351,13/02/2022,0,10351,20351,30351,40351
50352,13/02/2022,0,10352,20352,30352,40352
50353,13/02/2022,0,10353,20353,30353,40353
50354,13/02/2022,0,10354,20354,30354,40354
50355,13/02/2022,0,10355,20355,30355,40355
50356,13/02/2022,0,10356,20356,30356,40356
50357,13/02/2022,0,10357,20357,30357,40357
50358,13/02/2022,0,10358,20358,30358,40358
50359,13/02/2022,0,10359,20359,30359,40359
50360,13/02/2022,0,10360,20360,30360,40360
50361,13/02/2022,0,10361,20361,30361,40361
50362,13/02/2022,0,10362,20362,30362,40362
50363,13/02/2022,0,10363,20363,30363,40363
50364,13/02/2022,0,10364,20364,30364,40364
50365,13/02/2022,0,10365,20365,30365,40365
50366,13/02/2022,0,10366,20366,30366,40366
50367,13/02/2022,0,10367,20367,30367,40367
50368,13/02/2022,0,10368,20368,30368,40368
50369,13/02/2022,0,10369,20369,30369,40369
50370,13/02/2022,0,10370,20370,30370,40370
50371,13/02/2022,0,10371,20371,30371,40371
50372,13/02/2022,0,10372,20372,30372,40372
50373,13/02/2022,0,10373,20373,30373,40373
50374,13/02/2022,0,10374,20374,30374,40374
50375,13/02/2022,0,10375,20375,30375,40375
50376,13/02/2022,0,10376,20376,30376,40376
50377,13/02/2022,0,10377,20377,30377,40377
50378,13/02/2022,0,10378,20378,30378,40378
50379,13/02/2022,0,10379,20379,30379,40379
50380,13/02/2022,0,10380,20380,30380,40380
50381,13/02/2022,0,10381,20381,30381,40381
50382,13/02/2022,0,10382,20382,30382,40382
50383,13/02/2022,0,10383,20383,30383,40383
50384,13/02/2022,0,10384,20384,30384,40384
50385,13/02/2022,0,10385,20385,30385,40385
50386,13/02/2022,0,10386,20386,30386,40386
50387,13/02/2022,0,10387,20387,30387,40387
50388,13/02/2022,0,10388,20388,30388,40388
50389,13/02/2022,0,10389,20389,30389,40389
50390,13/02/2022,0,10390,20390,30390,40390
50391,13/02/2022,0,10391,20391,30391,40391
50392,13/02/2022,0,10392,20392,30392,40392
50393,13/02/2022,0,10393,20393,30393,40393
50394,13/02/2022,0,10394,20394,30394,40394
50395,13/02/2022,0,10395,20395,30395,40395
50396,13/02/2022,0,10396,20396,30396,40396
50397,14/02/2022,0,10397,20397,30397,40397
50398,14/02/2022,0,10398,20398,30398,40398
50399,14/02/2022,0,10399,20399,30399,40399
50400,14/02/2022,0,10400,20400,30400,40400
50401,14/02/2022,0,10401,20401,30401,40401
50402,14/02/2022,0,10402,20402,30402,40402
50403,14/02/2022,0,10403,20403,30403,40403
50404,14/02/2022,0,10404,20404,30404,40404
50405,14/02/2022,0,10405,20405,30405,40405
50406,14/02/2022,0,10406,20406,30406,40406
50407,14/02/2022,0,10407,20407,30407,40407
50408,14/02/2022,0,10408,20408,30408,40408
50409,14/02/2022,0,10409,20409,30409,40409
50410,14/02/2022,0,10410,20410,30410,40410
50411,14/02/2022,0,10411,20411,30411,40411
50412,14/02/2022,0,10412,20412,30412,40412
50413,14/02/2022,0,10413,20413,30413,40413
50414,14/02/2022,0,10414,20414,30414,40414
50415,14/02/2022,0,10415,20415,30415,40415
50416,14/02/2022,0,10416,20416,30416,40416
50417,14/02/2022,0,10417,20417,30417,40417
50418,14/02/2022,0,10418,20418,30418,40418
50419,14/02/2022,0,10419,20419,30419,40419
50420,14/02/2022,0,10420,20420,30420,40420
50421,14/02/2022,0,10421,20421,30421,40421
50422,14/02/2022,0,10422,20422,30422,40422
50423,14/02/2022,0,10423,20423,30423,40423
50424,14/02/2022,0,10424,20424,30424,40424
50425,14/02/2022,0,10425,20425,30425,40425
50426,14/02/2022,0,10426,20426,30426,40426
50427,14/02/2022,0,10427,20427,30427,40427
50428,14/02/2022,0,10428,20428,30428,40428
50429,14/02/2022,0,10429,20429,30429,40429
50430,14/02/2022,0,10430,20430,30430,40430
50431,14/02/2022,0,10431,20431,30431,40431
50432,14/02/2022,0,10432,20432,30432,40432
50433,14/02/2022,0,10433,20433,30433,40433
50434,14/02/2022,0,10434,20434,30434,40434
50435,14/02/2022,0,10435,20435,30435,40435
50436,14/02/2022,0,10436,20436,30436,40436
50437,14/02/2022,0,10437,20437,30437,40437
50438,14/02/2022,0,10438,20438,30438,40438
50439,14/02/2022,0,10439,20439,30439,40439
50440,14/02/2022,0,10440,20440,30440,40440
50441,14/02/2022,0,10441,20441,30441,40441
50442,14/02/2022,0,10442,20442,30442,40442
50443,14/02/2022,0,10443,20443,30443,40443
50444,14/02/2022,0,10444,20444,30444,40444
50445,14/02/2022,0,10445,20445,30445,40445
50446,14/02/2022,0,10446,20446,30446,40446
50447,14/02/2022,0,10447,20447,30447,40447
50448,14/02/2022,0,10448,20448,30448,40448
50449,14/02/2022,0,10449,20449,30449,40449
50450,14/02/2022,0,10450,20450,30450,40450
50451,14/02/2022,0,10451,20451,30451,40451
50452,14/02/2022,0,10452,20452,30452,40452
50453,14/02/2022,0,10453,20453,30453,40453
50454,14/02/2022,0,10454,20454,30454,40454
50455,14/02/2022,0,10455,20455,30455,40455
50456,14/02/2022,0,10456,20456,30456,40456
50457,14/02/2022,0,10457,20457,30457,40457
50458,14/02/2022,0,10458,20458,30458,40458
50459,14/02/2022,0,10459,20459,30459,40459
50460,14/02/2022,0,10460,20460,30460,40460
50461,14/02/2022,0,10461,20461,30461,40461
50462,14/02/2022,0,10462,20462,30462,40462
50463,14/02/2022,0,10463,20463,30463,40463
50464,14/02/2022,0,10464,20464,30464,40464
50465,14/02/2022,0,10465,20465,30465,40465
50466,14/02/2022,0,10466,20466,30466,40466
50467,14/02/2022,0,10467,20467,30467,40467
50468,14/02/2022,0,10468,20468,30468,40468
50469,14/02/2022,0,10469,20469,30469,40469
50470,14/02/2022,0,10470,20470,30470,40470
50471,14/02/2022,0,10471,20471,30471,40471
50472,14/02/2022,0,10472,20472,30472,40472
50473,14/02/2022,0,10473,20473,30473,40473
50474,14/02/2022,0,10474,20474,30474,40474
50475,14/02/2022,0,10475,20475,30475,40475
50476,14/02/2022,0,10476,20476,30476,40476
50477,14/02/2022,0,10477,20477,30477,40477
50478,14/02/2022,0,10478,20478,30478,40478
50479,14/02/2022,0,10479,20479,30479,40479
50480,14/02/2022,0,10480,20480,30480,40480
50481,14/02/2022,0,10481,20481,30481,40481
50482,14/02/2022,0,10482,20482,30482,40482
50483,14/02/2022,0,10483,20483,30483,40483
50484,14/02/2022,0,10484,20484,30484,40484
50485,14/02/2022,0,10485,20485,30485,40485
50486,14/02/2022,0,10486,20486,30486,40486
50487,14/02/2022,0,10487,20487,30487,40487
50488,14/02/2022,0,10488,20488,30488,40488
50489,14/02/2022,0,10489,20489,30489,40489
50490,14/02/2022,0,10490,20490,30490,40490
50491,14/02/2022,0,10491,20491,30491,40491
50492,14/02/2022,0,10492,20492,30492,40492
50493,14/02/2022,0,10493,20493,30493,40493
50494,14/02/2022,0,10494,20494,30494,40494
50495,14/02/2022,0,10495,20495,30495,40495
50496,14/02/2022,0,10496,20496,30496,40496
50497,14/02/2022,0,10497,20497,30497,40497
50498,14/02/2022,0,10498,20498,30498,40498
50499,14/02/2022,0,10499,20499,30499,40499
50500,14/02/2022,0,10500,20500,30500,40500
50501,14/02/2022,0,10501,20501,30501,40501
50502,14/02/2022,0,10502,20502,30502,40502
50503,14/02/2022,0,10503,20503,30503,40503
50504,14/02/2022,0,10504,20504,30504,40504
50505,14/02/2022,0,10505,20505,30505,40505
50506,14/02/2022,0,10506,20506,30506,40506
50507,14/02/2022,0,10507,20507,30507,40507
50508,14/02/2022,0,10508,20508,30508,40508
50509,14/02/2022,0,10509,20509,30509,40509
50510,14/02/2022,0,10510,20510,30510,40510
50511,14/02/2022,0,10511,20511,30511,40511
50512,14/02/2022,0,10512,20512,30512,40512
50513,14/02/2022,0,10513,20513,30513,40513
50514,14/02/2022,0,10514,20514,30514,40514
50515,14/02/2022,0,10515,20515,30515,40515
50516,14/02/2022,0,10516,20516,30516,40516
50517,14/02/2022,0,10517,20517,30517,40517
50518,14/02/2022,0,10518,20518,30518,40518
50519,14/02/2022,0,10519,20519,30519,40519
50520,14/02/2022,0,10520,20520,30520,40520
50521,14/02/2022,0,10521,20521,30521,40521
50522,14/02/2022,0,10522,20522,30522,40522
50523,14/02/2022,0,10523,20523,30523,40523
50524,14/02/2022,0,10524,20524,30524,40524
50525,14/02/2022,0,10525,20525,30525,40525
50526,14/02/2022,0,10526,20526,30526,40526
50527,14/02/2022,0,10527,20527,30527,40527
50528,14/02/2022,0,10528,20528,30528,40528
50529,14/02/2022,0,10529,20529,30529,40529
50530,14/02/2022,0,10530,20530,30530,40530
50531,14/02/2022,0,10531,20531,30531,40531
50532,14/02/2022,0,10532,20532,30532,40532
50533,14/02/2022,0,10533,20533,30533,40533
50534,14/02/2022,0,10534,20534,30534,40534
50535,14/02/2022,0,10535,20535,30535,40535
50536,14/02/2022,0,10536,20536,30536,40536
50537,14/02/2022,0,10537,20537,30537,40537
50538,14/02/2022,0,10538,20538,30538,40538
50539,14/02/2022,0,10539,20539,30539,40539
50540,14/02/2022,0,10540,20540,30540,40540
50541,14/02/2022,0,10541,20541,30541,40541
50542,14/02/2022,0,10542,20542,30542,40542
50543,14/02/2022,0,10543,20543,30543,40543
50544,14/02/2022,0,10544,20544,30544,40544
50545,14/02/2022,0,10545,20545,30545,40545
50546,14/02/2022,0,10546,20546,30546,40546
50547,14/02/2022,0,10547,20547,30547,40547
50548,14/02/2022,0,10548,20548,30548,40548
50549,14/02/2022,0,10549,20549,30549,40549
50550,14/02/2022,0,10550,20550,30550,40550
50551,14/02/2022,0,10551,20551,30551,40551
50552,14/02/2022,0,10552,20552,30552,40552
50553,14/02/2022,0,10553,20553,30553,40553
50554,14/02/2022,0,10554,20554,30554,40554
50555,14/02/2022,0,10555,20555,30555,40555
50556,14/02/2022,0,10556,20556,30556,40556
50557,14/02/2022,0,10557,20557,30557,40557
50558,14/02/2022,0,10558,20558,30558,40558
50559,14/02/2022,0,10559,20559,30559,40559
50560,14/02/2022,0,10560,20560,30560,40560
50561,14/02/2022,0,10561,20561,30561,40561
50562,15/02/2022,0,10562,20562,30562,40562
50563,15/02/2022,0,10563,20563,30563,40563
50564,15/02/2022,0,10564,20564,30564,40564
50565,15/02/2022,0,10565,20565,30565,40565
50566,15/02/2022,0,10566,20566,30566,40566
50567,15/02/2022,0,10567,20567,30567,40567
50568,15/02/2022,0,10568,20568,30568,40568
50569,15/02/2022,0,10569,20569,30569,40569
50570,15/02/2022,0,10570,20570,30570,40570
50571,15/02/2022,0,10571,20571,30571,40571
50572,15/02/2022,0,10572,20572,30572,40572
50573,15/02/2022,0,10573,20573,30573,40573
50574,15/02/2022,0,10574,20574,30574,40574
50575,15/02/2022,0,10575,20575,30575,40575
50576,15/02/2022,0,10576,20576,30576,40576
50577,15/02/2022,0,10577,20577,30577,40577
50578,15/02/2022,0,10578,20578,30578,40578
50579,15/02/2022,0,10579,20579,30579,40579
50580,15/02/2022,0,10580,20580,30580,40580
