CameraID,ScreenID,MemoryID,TechSpecID,date,price_range,Camera.pc,Camera.fc,Screen.sc_h,Screen.sc_w,Screen.px_width,Screen.px_height,Memory.ram,Memory.int_memory,TechSpec.mobile_wt,TechSpec.m_dep,TechSpec.battery_power,TechSpec.touch_screen,TechSpec.clock_speed,TechSpec.n_cores,TechSpec.wifi,TechSpec.blue,TechSpec.dual_sim,TechSpec.four_g,TechSpec.three_g,TechSpec.talk_time,Camera.COUNT(Sales),Camera.MAX(Sales.price_range),Camera.MEAN(Sales.price_range),Camera.MIN(Sales.price_range),Camera.MODE(Sales.date),Camera.NUM_UNIQUE(Sales.date),Camera.SKEW(Sales.price_range),Camera.STD(Sales.price_range),Camera.SUM(Sales.price_range),Screen.COUNT(Sales),Screen.MAX(Sales.price_range),Screen.MEAN(Sales.price_range),Screen.MIN(Sales.price_range),Screen.MODE(Sales.date),Screen.NUM_UNIQUE(Sales.date),Screen.SKEW(Sales.price_range),Screen.STD(Sales.price_range),Screen.SUM(Sales.price_range),Memory.COUNT(Sales),Memory.MAX(Sales.price_range),Memory.MEAN(Sales.price_range),Memory.MIN(Sales.price_range),Memory.MODE(Sales.date),Memory.NUM_UNIQUE(Sales.date),Memory.SKEW(Sales.price_range),Memory.STD(Sales.price_range),Memory.SUM(Sales.price_range),TechSpec.COUNT(Sales),TechSpec.MAX(Sales.price_range),TechSpec.MEAN(Sales.price_range),TechSpec.MIN(Sales.price_range),TechSpec.MODE(Sales.date),TechSpec.NUM_UNIQUE(Sales.date),TechSpec.SKEW(Sales.price_range),TechSpec.STD(Sales.price_range),TechSpec.SUM(Sales.price_range)
10022,20022,30022,40022,11/2/2022,2,5,1,13,11,1591,521.0,3456,60.0,101,0.5,529,True,2.6,5,False,False,True,False,False,9,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10023,20023,30023,40023,11/2/2022,2,10,7,17,0,1587,777.0,1641,50.0,115,0.1,1558,True,1.7,2,True,False,True,False,True,9,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10024,20024,30024,40024,11/2/2022,2,18,16,17,3,1111,512.0,2322,58.0,97,0.8,533,True,0.7,5,False,True,True,True,False,2,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10025,20025,30025,40025,11/2/2022,2,6,1,17,4,1321,1194.0,3862,5.0,125,0.7,1037,True,1.7,3,False,False,True,False,True,7,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10026,20026,30026,40026,11/2/2022,2,16,6,15,10,1306,1003.0,557,43.0,122,0.7,1025,True,1.6,3,True,False,True,True,True,14,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10027,20027,30027,40027,11/2/2022,2,1,0,16,11,1200,575.0,2427,17.0,124,0.6,1858,True,3.0,4,False,False,True,False,True,13,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10028,20028,30028,40028,11/2/2022,2,5,1,17,3,658,54.0,625,8.0,91,0.1,980,True,0.5,5,True,False,False,False,False,7,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10029,20029,30029,40029,11/2/2022,2,10,9,10,9,630,627.0,3836,15.0,139,0.2,644,False,0.5,5,True,True,True,False,True,10,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10030,20030,30030,40030,11/2/2022,2,0,0,11,3,1048,129.0,854,38.0,81,0.8,1024,False,1.6,2,False,True,True,True,True,10,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10031,20031,30031,40031,11/2/2022,2,13,2,11,2,1408,876.0,2383,11.0,184,0.3,1981,False,2.9,8,False,False,True,True,True,18,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10032,20032,30032,40032,11/2/2022,2,16,15,9,5,643,501.0,926,56.0,187,0.5,1380,False,2.6,8,False,False,True,True,True,7,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10033,20033,30033,40033,11/2/2022,2,11,1,17,11,1633,1407.0,3048,32.0,152,0.3,1557,False,1.7,7,False,True,True,False,True,7,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10034,20034,30034,40034,11/2/2022,2,20,10,18,13,992,722.0,824,49.0,175,0.8,1201,False,2.2,4,False,True,True,False,True,9,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10035,20035,30035,40035,11/2/2022,2,6,0,11,7,1904,1219.0,874,45.0,193,0.8,1074,False,1.2,3,False,True,False,False,True,2,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10036,20036,30036,40036,11/2/2022,2,8,3,5,3,1777,119.0,1617,32.587963,124,0.9,1175,False,2.1,6,True,True,False,False,False,7,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10037,20037,30037,40037,11/2/2022,2,5,4,17,16,1557,753.0,3309,8.0,96,0.6,1280,False,0.9,6,True,False,True,True,True,8,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10038,20038,30038,40038,11/2/2022,2,16,1,19,2,847,162.0,1786,28.0,112,0.4,1715,False,0.6,6,True,False,True,True,True,12,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10039,20039,30039,40039,11/2/2022,2,11,4,13,0,528,313.0,3128,40.0,150,0.9,1165,False,0.9,2,False,False,False,False,True,14,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10040,20040,30040,40040,11/2/2022,2,1,0,16,6,566,181.0,2243,2.0,87,0.2,567,True,2.6,4,True,False,False,False,False,10,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10041,20041,30041,40041,11/2/2022,2,10,2,9,5,1892,1416.0,994,47.0,190,0.8,1952,True,1.4,2,True,True,False,False,False,17,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10042,20042,30042,40042,11/2/2022,2,7,2,13,4,851,645.0,2749,43.0,189,0.3,822,False,1.4,8,True,True,True,False,True,16,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10043,20043,30043,40043,11/2/2022,2,15,0,5,4,633,79.0,793,12.0,121,0.5,685,False,0.5,6,True,True,True,False,False,11,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10044,20044,30044,40044,11/2/2022,2,19,12,14,0,972,153.0,324,17.0,174,0.6,1388,False,0.6,5,False,True,True,True,True,3,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10045,20045,30045,40045,11/2/2022,2,14,2,5,3,748,480.0,366,48.0,188,0.6,1972,True,2.1,3,False,False,False,False,True,17,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10046,20046,30046,40046,11/2/2022,2,17,9,17,3,1234,700.0,1228,57.0,80,0.5,1411,True,1.7,7,False,True,False,True,True,7,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10047,20047,30047,40047,11/2/2022,2,5,2,7,0,610,221.0,1413,20.0,135,0.9,1094,True,2.3,1,True,False,True,False,False,16,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10048,20048,30048,40048,11/2/2022,2,15,1,16,4,1896,1585.0,2617,13.0,114,0.5,1653,True,0.7,4,True,False,True,True,True,18,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10049,20049,30049,40049,11/2/2022,2,20,9,11,5,1867,65.0,1798,33.0,142,0.7,916,True,2.0,7,False,False,True,False,True,5,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10050,20050,30050,40050,11/2/2022,2,6,1,7,1,816,556.0,2693,29.0,149,0.3,1712,True,0.8,7,False,False,False,False,True,5,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10051,20051,30051,40051,11/2/2022,2,14,13,17,14,764,224.0,2437,32.0,103,0.8,882,True,0.9,8,True,True,True,False,False,15,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10052,20052,30052,40052,11/2/2022,2,10,6,16,4,992,705.0,837,33.0,101,0.5,632,False,1.2,2,False,False,False,True,True,3,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10053,20053,30053,40053,11/2/2022,2,3,0,6,0,1695,709.0,2815,56.0,165,0.4,1442,True,0.5,3,True,True,True,False,False,8,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10054,20054,30054,40054,11/2/2022,2,14,11,14,2,663,97.0,1440,47.0,150,0.2,900,True,1.9,8,True,False,False,False,True,4,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10055,20055,30055,40055,11/2/2022,2,10,4,17,6,1360,1131.0,3470,20.0,153,0.9,1630,True,0.6,7,False,True,True,False,True,4,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10056,20056,30056,40056,11/2/2022,2,15,6,18,15,1022,359.0,1251,24.0,174,0.3,1596,True,1.4,5,True,True,True,False,True,2,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10057,20057,30057,40057,11/2/2022,2,11,9,10,6,1871,1813.0,3181,54.0,133,0.6,1272,False,0.5,8,True,True,False,True,True,14,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10058,20058,30058,40058,11/2/2022,2,2,1,9,1,1788,839.0,1361,7.0,135,0.2,1640,True,2.5,4,True,False,True,False,False,7,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10059,20059,30059,40059,11/2/2022,2,14,10,13,5,666,550.0,1630,15.0,198,0.5,1111,False,1.4,7,True,False,True,False,True,2,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10060,20060,30060,40060,11/2/2022,2,17,15,9,6,755,443.0,3689,25.0,90,0.3,1889,False,2.9,2,True,True,False,False,True,2,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10061,20061,30061,40061,11/2/2022,2,4,1,11,2,1113,502.0,3586,22.0,80,0.1,1907,False,1.1,8,True,True,True,False,True,6,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10062,20062,30062,40062,11/2/2022,2,6,5,10,0,647,130.0,3942,56.0,139,0.3,529,False,2.5,4,True,False,True,False,False,7,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10063,20063,30063,40063,11/2/2022,2,5,3,5,0,667,19.0,1431,38.0,121,0.7,578,False,0.5,6,False,False,False,True,True,7,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10064,20064,30064,40064,11/2/2022,2,7,2,12,0,636,386.0,2167,39.0,164,0.4,1634,True,2.3,1,True,True,True,True,True,20,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
10065,20065,30065,40065,11/2/2022,2,15,1,9,2,1345,22.0,1248,22.0,172,0.6,1533,False,1.2,3,False,True,True,True,True,9,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0,1,2.0,2.0,2.0,11/2/2022,1,,,2.0
