date,sc_w,sc_h,ram,px_width,px_height,mobile_wt,m_dep,int_memory,fc,clock_speed,talk_time,pc,n_cores,battery_power,blue,touch_screen,wifi,dual_sim,four_g,three_g,price_range
11/2/2022,5,9,926,643,501.0,187,0.5,56.0,15,2.6,7,16,8,1380,false,false,false,true,true,true,2
11/2/2022,11,17,3048,1633,1407.0,152,0.3,32.0,1,1.7,7,11,7,1557,true,false,false,true,false,true,2
11/2/2022,13,18,824,992,722.0,175,0.8,49.0,10,2.2,9,20,4,1201,true,false,false,true,false,true,2
11/2/2022,7,11,874,1904,1219.0,193,0.8,45.0,0,1.2,2,6,3,1074,true,false,false,false,false,true,2
11/2/2022,3,5,1617,1777,119.0,124,0.9,32.587963,3,2.1,7,8,6,1175,true,false,true,false,false,false,2
11/2/2022,16,17,3309,1557,753.0,96,0.6,8.0,4,0.9,8,5,6,1280,false,false,true,true,true,true,2
11/2/2022,2,19,1786,847,162.0,112,0.4,28.0,1,0.6,12,16,6,1715,false,false,true,true,true,true,2
11/2/2022,0,13,3128,528,313.0,150,0.9,40.0,4,0.9,14,11,2,1165,false,false,false,false,false,true,2
11/2/2022,6,16,2243,566,181.0,87,0.2,2.0,0,2.6,10,1,4,567,false,true,true,false,false,false,2
11/2/2022,5,9,994,1892,1416.0,190,0.8,47.0,2,1.4,17,10,2,1952,true,true,true,false,false,false,2
11/2/2022,4,13,2749,851,645.0,189,0.3,43.0,2,1.4,16,7,8,822,true,false,true,true,false,true,2
11/2/2022,4,5,793,633,79.0,121,0.5,12.0,0,0.5,11,15,6,685,true,false,true,true,false,false,2
11/2/2022,0,14,324,972,153.0,174,0.6,17.0,12,0.6,3,19,5,1388,true,false,false,true,true,true,2
11/2/2022,3,5,366,748,480.0,188,0.6,48.0,2,2.1,17,14,3,1972,false,true,false,false,false,true,2
11/2/2022,3,17,1228,1234,700.0,80,0.5,57.0,9,1.7,7,17,7,1411,true,true,false,false,true,true,2
11/2/2022,0,7,1413,610,221.0,135,0.9,20.0,2,2.3,16,5,1,1094,false,true,true,true,false,false,2
11/2/2022,4,16,2617,1896,1585.0,114,0.5,13.0,1,0.7,18,15,4,1653,false,true,true,true,true,true,2
11/2/2022,5,11,1798,1867,65.0,142,0.7,33.0,9,2.0,5,20,7,916,false,true,false,true,false,true,2
11/2/2022,1,7,2693,816,556.0,149,0.3,29.0,1,0.8,5,6,7,1712,false,true,false,false,false,true,2
11/2/2022,14,17,2437,764,224.0,103,0.8,32.0,13,0.9,15,14,8,882,true,true,true,true,false,false,2
11/2/2022,4,16,837,992,705.0,101,0.5,33.0,6,1.2,3,10,2,632,false,false,false,false,true,true,2
11/2/2022,0,6,2815,1695,709.0,165,0.4,56.0,0,0.5,8,3,3,1442,true,true,true,true,false,false,2
11/2/2022,2,14,1440,663,97.0,150,0.2,47.0,11,1.9,4,14,8,900,false,true,true,false,false,true,2
11/2/2022,6,17,3470,1360,1131.0,153,0.9,20.0,4,0.6,4,10,7,1630,true,true,false,true,false,true,2
11/2/2022,15,18,1251,1022,359.0,174,0.3,24.0,6,1.4,2,15,5,1596,true,true,true,true,false,true,2
11/2/2022,6,10,3181,1871,1813.0,133,0.6,54.0,9,0.5,14,11,8,1272,true,false,true,false,true,true,2
11/2/2022,1,9,1361,1788,839.0,135,0.2,7.0,1,2.5,7,2,4,1640,false,true,true,true,false,false,2
11/2/2022,5,13,1630,666,550.0,198,0.5,15.0,10,1.4,2,14,7,1111,false,false,true,true,false,true,2
11/2/2022,6,9,3689,755,443.0,90,0.3,25.0,15,2.9,2,17,2,1889,true,false,true,false,false,true,2
11/2/2022,2,11,3586,1113,502.0,80,0.1,22.0,1,1.1,6,4,8,1907,true,false,true,true,false,true,2
11/2/2022,0,10,3942,647,130.0,139,0.3,56.0,5,2.5,7,6,4,529,false,false,true,true,false,false,2
11/2/2022,0,5,1431,667,19.0,121,0.7,38.0,3,0.5,7,5,6,578,false,false,false,false,true,true,2
11/2/2022,0,12,2167,636,386.0,164,0.4,39.0,2,2.3,20,7,1,1634,true,true,true,true,true,true,2
11/2/2022,2,9,1248,1345,22.0,172,0.6,22.0,1,1.2,9,15,3,1533,true,false,false,true,true,true,2
11/2/2022,0,8,1986,1552,49.0,83,0.1,47.0,5,0.6,15,6,3,660,false,true,false,false,true,true,2
11/2/2022,2,5,1378,1508,1497.0,111,0.2,28.0,10,1.6,18,14,4,1847,true,false,true,false,true,true,2
11/2/2022,1,5,2959,1361,1327.0,134,0.8,10.0,6,0.5,20,20,8,1206,true,false,true,true,false,false,2
11/2/2022,2,5,1893,1386,555.0,173,0.8,53.0,3,0.5,19,5,5,549,true,true,true,false,true,true,2
11/2/2022,6,8,1676,1808,1560.0,122,1.0,23.0,2,2.8,20,20,3,1705,true,true,true,false,true,true,2
11/2/2022,13,17,1912,702,346.0,185,0.1,36.0,4,0.5,19,16,1,1366,false,false,true,true,false,false,2
11/2/2022,5,10,1947,1660,912.0,109,0.6,58.0,5,0.5,7,6,5,1991,false,false,true,false,false,true,2
11/2/2022,12,15,2734,882,756.0,175,1.0,40.0,5,1.2,4,14,3,1102,true,true,false,false,true,true,2
11/2/2022,1,16,3617,1704,699.0,175,0.5,32.0,3,1.1,12,5,3,1452,false,true,false,false,true,true,2
11/2/2022,10,18,3414,1752,582.0,151,0.9,63.0,6,1.1,10,19,1,1810,true,false,false,true,false,true,2
11/2/2022,11,19,482,1078,680.0,165,1.0,41.0,2,2.2,11,4,7,1166,true,true,true,true,true,true,2
11/2/2022,1,18,2813,1015,814.0,117,0.4,6.0,5,0.8,17,12,6,881,true,false,true,true,false,true,2
11/2/2022,7,13,661,1597,672.0,166,0.5,64.0,0,0.5,20,0,5,1134,true,false,false,true,true,true,2
11/2/2022,6,9,2546,911,450.0,177,0.7,20.0,1,2.0,12,4,1,1031,true,false,true,true,true,true,2
11/2/2022,0,5,3922,1371,757.0,167,0.4,34.0,0,2.4,2,1,6,1376,true,false,false,true,true,true,2
11/2/2022,8,15,1199,900,208.0,137,0.1,56.0,2,1.4,10,8,5,1391,false,true,true,true,true,true,2
11/2/2022,2,7,3779,1256,1194.0,124,0.6,24.0,6,2.1,20,16,5,979,false,true,false,false,false,false,2
11/2/2022,3,8,3870,1427,1335.0,127,0.6,36.0,0,1.9,20,3,4,1075,true,true,false,false,false,true,2
11/2/2022,7,8,858,1585,91.0,168,0.1,61.0,13,0.5,11,16,8,968,false,true,false,true,true,true,2
11/2/2022,17,19,3840,653,33.0,183,0.7,15.0,1,0.5,12,11,8,1999,false,false,true,true,true,true,2
11/2/2022,4,8,454,1499,1095.0,164,0.1,20.0,3,2.7,6,17,2,1626,false,true,false,false,false,true,2
11/2/2022,11,13,3953,797,336.0,153,0.8,28.0,14,1.7,7,20,8,942,false,false,true,true,false,false,2
11/2/2022,3,14,1633,661,659.0,189,0.9,42.0,4,1.7,6,20,3,1182,false,false,true,false,true,true,2
11/2/2022,4,10,3035,709,183.0,98,0.4,48.0,9,0.8,9,16,6,1982,true,false,true,true,false,true,2
11/2/2022,0,14,966,1100,652.0,80,0.6,27.0,3,1.4,9,6,8,1373,false,false,true,true,false,false,2
11/2/2022,0,14,1938,1416,440.0,99,0.9,51.0,6,2.1,3,15,5,1650,true,true,true,true,false,false,2
11/2/2022,1,14,2820,886,532.0,152,0.7,17.0,0,0.6,5,2,4,1663,true,true,true,true,false,true,2
11/2/2022,0,6,305,1949,1373.0,168,0.9,3.0,0,0.5,20,17,7,1965,true,false,false,false,true,true,2
11/2/2022,7,19,2838,920,773.0,154,0.3,41.0,0,0.9,6,1,4,679,false,false,true,true,false,false,2
11/2/2022,2,8,2042,974,965.0,90,1.0,3.0,2,2.5,12,8,5,1465,false,true,true,false,false,false,2
11/2/2022,10,11,700,1864,568.0,137,0.3,27.0,3,2.2,12,19,5,1809,true,false,false,true,false,true,2
11/2/2022,3,19,2593,1157,652.0,164,0.2,26.0,8,2.4,15,17,8,757,true,false,true,true,true,true,2
11/2/2022,1,8,1835,1463,214.0,105,0.2,47.0,7,0.7,9,15,6,1034,true,false,false,false,true,true,2
11/2/2022,4,15,3121,1003,423.0,81,0.8,23.0,9,2.5,5,19,4,1119,true,true,false,false,false,false,2
11/2/2022,1,14,2023,627,537.0,103,0.8,24.0,0,0.5,2,5,4,559,true,false,false,true,true,true,2
11/2/2022,5,10,737,1872,667.0,113,0.8,19.0,9,1.8,18,15,8,1204,true,false,false,false,false,false,1
11/2/2022,7,11,450,692,491.0,89,0.4,15.0,4,2.3,18,19,8,1008,false,false,false,true,true,true,1
11/2/2022,2,12,2928,1829,1037.0,146,0.5,19.0,4,2.7,4,13,7,1397,true,false,false,true,false,false,1
11/2/2022,8,14,1694,610,325.0,114,0.1,34.0,0,0.6,8,6,4,697,false,false,true,true,true,true,1
11/2/2022,6,11,2593,974,49.0,174,0.3,58.0,5,1.3,6,17,2,1939,true,false,true,false,false,false,1
11/2/2022,2,9,745,1945,1324.0,113,0.7,15.0,2,1.9,10,5,1,1039,false,false,false,true,false,false,1
11/2/2022,9,11,1310,921,597.0,83,0.8,51.0,1,1.3,10,20,4,1605,true,true,true,false,true,true,1
11/2/2022,3,9,2743,836,765.0,128,0.6,34.0,2,1.6,20,4,8,1094,false,false,true,true,false,false,1
11/2/2022,10,12,3976,1115,470.0,190,0.8,30.0,1,0.5,11,9,3,769,true,false,true,true,true,true,1
11/2/2022,14,18,3931,1062,653.0,132,0.1,40.0,0,0.6,2,13,2,861,true,false,false,true,false,false,1
11/2/2022,15,17,3455,1609,463.0,169,1.0,63.0,4,0.9,15,16,2,504,false,false,true,true,false,false,1
11/2/2022,1,5,1533,1205,325.0,119,0.3,64.0,5,1.6,6,17,4,1930,true,false,true,true,true,true,1
11/2/2022,17,18,3876,910,855.0,140,0.3,52.0,10,0.6,2,16,2,1795,true,false,false,true,false,true,1
11/2/2022,5,11,3239,1684,912.0,159,0.9,2.0,3,1.6,11,6,7,1363,false,false,false,true,true,true,1
11/2/2022,2,13,3628,1110,492.0,195,0.1,38.0,3,2.8,13,4,2,1376,true,false,false,false,true,true,1
11/2/2022,0,15,3663,769,605.0,123,0.4,19.0,2,0.5,2,3,7,1981,true,false,false,false,false,true,1
11/2/2022,10,16,1786,1989,401.0,133,0.7,62.0,4,2.7,5,17,3,1901,false,true,true,false,false,false,1
12/2/2022,6,14,3502,1821,366.0,140,0.1,5.0,10,1.3,3,17,8,1319,false,false,false,true,false,true,1
12/2/2022,4,10,815,1358,1225.0,178,0.4,58.0,5,2.7,2,16,1,859,true,false,true,false,false,true,1
12/2/2022,3,9,275,856,573.0,147,0.1,25.0,10,2.1,11,11,3,1664,true,true,true,false,false,true,1
12/2/2022,3,15,3758,538,261.0,151,0.4,62.0,0,0.5,18,1,1,955,false,true,true,true,false,true,1
12/2/2022,5,11,2747,1138,680.0,97,0.1,38.0,3,1.5,2,4,7,517,false,true,true,true,false,false,1
12/2/2022,6,7,1809,683,280.0,133,0.3,64.0,2,1.1,6,7,5,1806,false,true,true,false,true,true,1
12/2/2022,8,12,2086,1443,565.0,123,0.1,50.0,6,0.8,20,11,4,1348,false,false,false,false,true,true,1
12/2/2022,2,14,444,1673,1379.0,164,0.4,16.0,0,1.4,7,1,1,1455,false,true,false,false,false,false,1
12/2/2022,1,9,3467,1297,949.0,92,0.6,25.0,5,1.7,8,18,5,1611,false,true,true,true,false,true,1
12/2/2022,3,5,2776,911,703.0,125,1.0,24.0,3,3.0,17,5,8,1573,true,true,true,true,true,true,1
12/2/2022,2,12,3170,1682,1264.0,197,0.5,23.0,0,0.5,7,1,5,557,false,true,false,false,true,true,1
12/2/2022,10,11,1234,1917,1816.0,130,0.1,31.0,4,0.5,9,5,2,1599,true,true,false,false,false,false,1
12/2/2022,0,12,305,894,108.0,100,0.1,16.0,0,0.9,3,9,7,1051,true,true,true,true,false,true,1
12/2/2022,10,15,1745,1743,1328.0,102,0.9,14.0,0,1.4,20,0,2,1857,true,false,false,true,false,false,1
12/2/2022,3,5,1707,1061,797.0,174,0.9,24.0,6,0.5,12,9,6,1986,false,false,true,false,false,true,1
12/2/2022,10,11,2220,555,361.0,185,0.1,21.0,1,0.7,13,7,6,591,true,true,false,false,false,true,1
12/2/2022,5,6,3130,1715,1049.0,131,0.3,56.0,0,1.6,9,4,7,1140,false,false,true,true,true,true,1
12/2/2022,9,18,1500,1718,357.0,80,0.8,10.0,0,0.6,9,3,2,923,true,true,false,false,true,true,1
12/2/2022,7,9,2145,764,197.0,200,0.4,33.0,0,0.5,18,9,1,1582,false,true,true,false,false,true,1
12/2/2022,0,5,488,1801,906.0,172,0.5,63.0,5,0.5,8,14,8,723,false,false,true,false,false,true,1
12/2/2022,1,6,3863,1405,806.0,83,0.8,54.0,3,3.0,14,4,5,1251,true,true,false,true,true,true,1
12/2/2022,0,14,2913,1498,924.0,139,0.1,60.0,4,1.0,9,7,2,574,true,false,false,true,true,true,1
12/2/2022,7,12,2094,1148,223.0,116,0.2,60.0,5,0.5,15,10,2,948,true,true,true,true,true,true,1
12/2/2022,1,8,3141,718,140.0,194,0.4,44.0,4,2.8,17,5,5,1571,false,false,true,true,false,false,1
12/2/2022,6,13,2573,863,113.0,192,0.6,33.0,2,0.5,2,6,1,564,true,true,true,false,false,false,1
12/2/2022,15,18,2340,1727,1531.0,155,0.9,57.0,14,2.4,4,18,6,1466,false,true,false,true,true,true,1
12/2/2022,0,12,3788,708,35.0,140,0.5,16.0,0,3.0,5,0,2,597,true,false,true,true,false,false,1
12/2/2022,5,11,3445,1691,1524.0,148,0.5,9.0,10,2.5,15,14,7,895,true,false,false,true,true,true,1
12/2/2022,0,6,3241,1667,838.0,82,1.0,37.0,13,2.5,15,16,4,1535,false,false,true,true,true,true,1
12/2/2022,3,19,2976,596,495.0,125,0.3,44.0,7,0.7,9,17,2,1832,true,false,false,false,false,false,1
12/2/2022,15,19,2241,1772,1212.0,177,0.2,58.0,0,1.6,11,12,4,1045,true,true,false,false,true,true,1
12/2/2022,8,11,3843,814,655.0,128,0.6,61.0,4,0.8,20,10,1,1483,true,false,true,false,true,true,1
12/2/2022,2,8,3261,797,496.0,184,0.9,5.0,0,2.0,6,14,7,976,false,true,true,false,true,true,1
12/2/2022,4,8,3264,1521,800.0,123,0.1,46.0,0,1.1,16,2,4,1840,true,true,false,true,false,false,1
12/2/2022,1,11,826,1425,1010.0,89,0.1,8.0,0,0.6,20,15,8,1807,false,false,false,true,false,false,1
12/2/2022,1,16,1314,1052,102.0,192,0.1,30.0,14,1.6,10,16,2,624,true,true,true,true,false,false,1
12/2/2022,0,7,2699,1406,948.0,193,0.4,38.0,7,0.5,10,15,3,1963,false,true,false,false,true,true,1
12/2/2022,4,8,2565,1236,82.0,132,0.3,4.0,0,0.5,19,1,4,1307,true,true,true,false,true,true,1
12/2/2022,10,13,3973,1846,1286.0,102,0.1,23.0,6,0.5,19,7,7,1933,true,false,true,true,false,false,1
12/2/2022,14,15,3537,995,264.0,124,0.9,42.0,0,1.3,6,5,2,1496,true,false,false,true,false,true,1
12/2/2022,4,5,3449,834,75.0,134,0.2,7.0,0,2.0,7,10,2,1532,true,true,true,false,false,true,1
12/2/2022,13,14,3895,919,461.0,97,0.8,8.0,7,1.1,20,9,2,1004,false,true,false,true,true,true,1
12/2/2022,9,17,2777,1410,321.0,87,0.1,38.0,10,1.2,16,14,5,1483,true,true,false,true,true,true,1
12/2/2022,14,19,2904,1341,120.0,141,0.4,47.0,3,2.4,5,11,2,945,false,false,false,false,false,false,1
12/2/2022,15,17,3774,1683,174.0,89,0.1,17.0,7,3.0,16,17,5,1081,false,true,false,false,true,true,1
12/2/2022,5,17,3034,1997,1341.0,87,0.9,32.0,6,2.8,10,14,3,1012,false,true,false,true,true,true,1
12/2/2022,18,19,2940,1684,1337.0,104,0.9,50.0,5,1.0,15,12,3,1762,false,false,true,false,false,false,1
12/2/2022,1,5,3932,935,494.0,127,0.3,36.0,1,2.3,5,14,8,796,true,true,true,true,true,true,1
12/2/2022,2,17,1168,1024,849.0,98,1.0,50.0,12,2.5,17,16,5,1547,false,true,true,false,true,true,1
12/2/2022,1,9,376,1291,644.0,132,0.8,12.0,6,1.6,17,8,4,988,false,false,true,false,true,true,1
12/2/2022,5,9,3510,1985,1557.0,102,0.8,43.0,7,3.0,13,16,1,1180,true,true,true,false,true,true,1
12/2/2022,9,14,542,872,376.0,161,0.5,3.0,3,1.9,9,4,2,852,true,false,true,false,true,true,1
12/2/2022,1,12,550,532,151.0,146,0.2,18.0,1,0.8,12,3,7,607,true,false,true,false,true,true,1
12/2/2022,1,5,791,830,450.0,135,0.4,24.0,0,0.5,4,0,1,1765,false,false,true,false,false,true,1
12/2/2022,6,13,1895,1532,1336.0,165,0.7,63.0,18,0.5,7,19,1,1250,false,true,false,false,false,false,1
12/2/2022,0,6,609,1718,1411.0,109,0.5,55.0,0,2.6,20,0,5,1577,false,true,true,true,false,true,1
12/2/2022,10,19,263,1236,742.0,135,0.2,14.0,5,0.5,14,6,5,1153,true,false,true,true,false,true,1
12/2/2022,4,13,2141,1414,1046.0,113,0.4,35.0,0,0.7,19,5,7,651,true,true,true,false,false,true,1
12/2/2022,9,18,1270,1012,85.0,88,0.1,25.0,1,2.3,17,7,4,1186,true,true,false,true,false,false,1
12/2/2022,6,11,403,1846,889.0,121,0.1,33.0,6,2.5,18,7,5,1429,true,true,true,false,false,true,1
12/2/2022,12,13,2040,688,182.0,135,0.8,10.0,4,0.9,2,12,8,556,false,false,false,false,true,true,1
12/2/2022,12,16,2597,1261,282.0,126,0.1,21.0,5,2.7,8,8,3,1735,true,false,true,false,true,true,1
12/2/2022,7,19,714,1612,1168.0,127,0.1,42.0,8,0.7,16,16,2,1859,false,false,true,false,true,true,1
12/2/2022,3,13,423,1266,74.0,188,0.1,10.0,3,1.3,14,5,2,915,false,true,true,false,false,false,1
12/2/2022,2,6,1238,1134,457.0,113,0.4,9.0,5,0.5,17,10,1,890,false,false,true,false,false,false,1
12/2/2022,5,9,926,1896,1842.0,101,0.7,48.0,13,2.8,18,18,3,758,false,false,false,false,false,false,1
12/2/2022,0,14,2704,1039,103.0,156,0.4,28.0,0,2.1,5,4,7,541,false,true,false,false,true,true,1
12/2/2022,2,5,2817,1644,1470.0,195,0.2,33.0,6,2.9,5,17,8,586,false,true,true,true,true,true,1
12/2/2022,7,12,2271,1686,1065.0,164,0.7,39.0,11,0.6,8,14,1,762,true,true,false,true,true,true,1
12/2/2022,5,6,1513,1754,1466.0,186,0.8,9.0,0,0.5,19,3,7,683,false,false,false,true,true,true,1
12/2/2022,9,10,339,1439,563.0,125,0.4,39.0,10,0.7,19,20,3,1526,false,false,true,true,false,true,1
12/2/2022,1,9,794,1203,460.0,188,0.7,39.0,6,2.4,16,9,2,1771,true,true,true,false,false,true,1
12/2/2022,2,6,391,1369,983.0,113,0.9,28.0,5,1.3,12,16,7,639,false,false,true,false,false,false,1
12/2/2022,5,9,541,1953,1114.0,137,0.9,23.0,7,0.9,11,8,2,1783,true,true,false,false,true,true,1
12/2/2022,7,10,648,1248,729.0,166,0.2,55.0,16,1.2,13,20,5,1933,false,true,false,false,true,true,1
12/2/2022,1,19,3386,1393,1240.0,153,0.4,62.0,3,1.3,2,5,1,1384,false,true,false,true,true,true,1
12/2/2022,6,18,1651,1724,98.0,80,0.5,26.0,12,2.6,14,17,1,1770,false,false,false,false,false,false,1
12/2/2022,13,15,1177,1435,197.0,131,0.5,49.0,2,0.8,7,8,1,1202,false,true,true,false,false,true,1
12/2/2022,1,5,2887,1666,813.0,163,0.5,3.0,2,0.5,13,8,7,885,false,false,true,true,false,false,1
12/2/2022,10,19,2178,1200,1055.0,86,0.8,2.0,2,2.3,18,19,6,1629,true,true,false,true,true,true,1
12/2/2022,5,7,2878,1640,1019.0,92,0.5,4.0,6,0.5,13,12,1,1072,true,false,true,true,true,true,1
12/2/2022,4,5,3201,618,159.0,89,0.7,64.0,0,2.5,19,1,5,1863,true,true,false,true,false,true,1
12/2/2022,1,5,1490,691,406.0,140,0.4,51.0,1,2.3,9,15,4,1739,false,true,true,true,false,false,1
12/2/2022,14,16,2724,663,26.0,98,0.5,23.0,2,2.5,7,3,5,895,true,false,false,false,false,false,1
12/2/2022,5,9,3032,1698,406.0,179,0.6,56.0,0,2.8,6,7,1,1278,true,false,true,true,false,false,1
12/2/2022,12,13,3352,991,918.0,141,0.3,43.0,1,1.1,17,17,6,562,true,true,false,true,true,true,1
12/2/2022,7,19,3195,1290,940.0,193,0.8,38.0,0,2.1,17,10,5,1249,true,false,false,true,false,false,1
12/2/2022,6,10,1677,1443,1411.0,185,0.8,25.0,18,1.2,2,19,6,1811,false,true,false,false,true,true,1
12/2/2022,0,13,2620,1797,465.0,161,1.0,12.0,1,2.9,16,19,5,560,true,true,true,true,true,true,1
12/2/2022,4,17,1061,1562,847.0,141,0.1,61.0,14,0.5,15,20,7,1773,true,false,true,false,true,true,1
12/2/2022,5,16,1018,1276,314.0,100,0.4,11.0,5,2.1,8,10,3,1715,true,true,true,false,false,true,1
12/2/2022,6,7,1370,960,829.0,176,0.8,26.0,0,0.5,9,1,5,725,false,true,true,true,true,true,1
12/2/2022,16,17,2094,1008,185.0,103,0.1,41.0,5,2.2,6,9,6,800,true,false,true,false,true,true,1
12/2/2022,4,15,2790,1815,589.0,156,0.1,43.0,6,0.5,19,12,3,1300,false,false,false,false,true,true,1
12/2/2022,2,10,1485,655,471.0,98,1.0,48.0,0,0.8,11,0,5,1001,false,true,true,false,false,true,1
12/2/2022,7,19,2807,1912,1384.0,134,0.9,64.0,13,1.3,7,17,4,500,false,false,true,true,false,false,1
12/2/2022,1,5,3528,641,13.0,184,0.5,52.0,4,2.5,7,7,3,1378,true,false,false,true,true,true,1
12/2/2022,4,19,3391,1964,897.0,147,0.1,24.0,1,2.4,7,20,8,951,true,false,false,false,true,true,1
12/2/2022,4,5,1073,1103,83.0,99,0.2,48.0,1,0.5,2,2,6,1038,true,false,true,true,false,false,1
12/2/2022,4,7,2811,1427,237.0,108,0.9,20.0,1,1.2,17,5,6,987,true,false,false,true,false,true,1
12/2/2022,3,7,778,1254,614.0,196,0.1,21.0,6,0.5,3,7,7,1698,false,true,true,false,true,true,1
12/2/2022,3,9,3628,801,647.0,107,0.1,11.0,14,0.9,10,17,4,1762,true,false,true,true,false,false,1
12/2/2022,8,12,2637,1366,223.0,135,0.2,16.0,6,2.4,16,13,3,785,false,false,false,false,false,false,1
12/2/2022,0,10,2892,1198,278.0,151,0.1,59.0,2,2.4,5,18,3,1851,false,true,false,true,false,true,1
12/2/2022,2,11,2805,1565,1459.0,189,0.4,62.0,2,0.5,19,13,3,1698,false,false,true,true,false,false,1
12/2/2022,1,5,804,1436,1146.0,93,0.8,4.0,0,2.8,14,1,8,1976,false,true,false,false,false,false,1
12/2/2022,7,12,361,1316,261.0,162,0.4,53.0,4,0.5,19,11,4,1649,true,true,true,false,true,true,1
12/2/2022,10,17,1453,1737,878.0,149,0.9,4.0,4,2.6,9,6,7,1157,true,false,false,true,false,true,1
12/2/2022,12,13,359,1578,1112.0,131,0.4,54.0,1,0.5,5,2,5,1702,false,true,false,false,true,true,1
12/2/2022,5,15,3886,959,458.0,199,0.3,54.0,0,0.6,20,5,2,1040,true,true,true,false,false,false,1
12/2/2022,2,11,557,1996,521.0,106,0.7,29.0,2,2.1,2,11,6,790,true,true,true,true,true,true,1
12/2/2022,1,15,2005,983,417.0,128,0.2,58.0,2,2.9,9,3,4,1429,false,true,false,false,false,false,1
12/2/2022,2,17,630,1696,134.0,103,0.7,56.0,14,3.0,11,20,8,739,true,false,false,false,false,true,1
12/2/2022,3,9,2741,1142,615.0,174,0.1,44.0,6,1.6,18,8,7,1364,true,false,true,true,true,true,1
12/2/2022,9,12,2214,1092,1017.0,196,1.0,45.0,0,2.8,19,7,8,1580,false,false,true,true,false,false,1
